điểm chất lượng,điểm phục vụ,điểm không gian,điểm giá cả,điểm vị trí,địa điểm,thời gian mở,thời gian đóng,khoảng giá,Tổng bình luận,bình luyện tuyệt vời,bình luận tốt,bình luận trung bình,bình luận kém,Tên nhà hàng
9.0,8.5,6.5,5.0,5.0,tầng 1 bidv tower 35 hàng vôi p lý thái tổ quận hoàn kiếm hà nội,07:00,18:00,29.000đ - 75.000đ,2,0,1,1,0,highlands-coffee-bidv-hang-voi
7.6,7.3,7.2,7.1,6.8,222 trần duy hưng p trung hòa quận cầu giấy hà nội,08:00,22:00,9.000đ - 65.000đ,30,2,20,6,2,highlands-coffee-big-c
7.8,7.7,7.5,6.9,6.5,chợ mơ 459c bạch mai p trương định quận hai bà trưng hà nội,08:00,22:00,9.000đ - 65.000đ,47,1,37,6,3,highlands-coffee-cho-mo
8.2,7.8,7.1,6.9,6.8,28a điện biên phủ p điện biên quận ba đình hà nội,08:00,22:00,9.000đ - 65.000đ,114,1,89,17,7,highlands-coffee-dien-bien-phu
8.6,8.3,7.5,6.9,6.8,9 thanh niên p quán thánh quận ba đình hà nội,09:00,23:00,9.000đ - 65.000đ,247,20,191,31,5,highlands-coffee-du-thuyen-thanh-nien
7.7,7.7,7.5,7.2,7.1,27 trần duy hưng p trung hòa quận cầu giấy hà nội,08:00,22:00,9.000đ - 65.000đ,61,2,50,6,3,highlands-coffee-euro-window
5.8,5.8,5.6,5.6,5.4,8 quang trung p quang trung quận hà đông hà nội,08:00,22:00,9.000đ - 65.000đ,5,0,2,2,1,highlands-coffee-fivimart-ha-dong
7.5,7.3,7.0,6.3,5.8,89 lê đức thọ p mỹ đình quận nam từ liêm hà nội,07:00,23:00,9.000đ - 65.000đ,4,0,2,1,1,highlands-coffee-thien-son-plaza
7.8,7.5,7.3,7.2,6.3,tầng 1 thiên sơn plaza toà nhà nam đô 609 trương định p giáp bát quận hoàng mai hà nội,07:00,22:00,9.000đ - 65.000đ,6,0,3,3,0,highlands-coffee-fivimart-nam-do
6.3,5.5,5.5,5.3,5.2,tầng 1 toà nhà handico phạm hùng p mễ trì quận nam từ liêm hà nội,07:00,23:00,9.000đ - 65.000đ,13,0,6,3,4,highlands-coffee-handico-tower
7.6,7.3,7.2,7.0,6.6,tầng 1 hồ gươm hà đông plaza 104 trần phú p mỗ lao quận hà đông hà nội,08:00,22:00,9.000đ - 65.000đ,45,3,29,12,1,highlands-coffee-ho-guom-ha-dong
7.7,7.5,7.5,7.1,6.9,tầng 1 tttm indochina 241 xuân thuỷ pdịch vọng hậu quận cầu giấy hà nội,08:00,23:00,9.000đ - 65.000đ,151,3,114,28,6,highlands-coffee-iph-xuan-thuy
7.6,7.5,7.5,7.1,7.1,tòa nhà ct3 linh dam residence area p đại kim quận hoàng mai hà nội,07:00,23:00,9.000đ - 65.000đ,17,1,13,1,2,highlands-coffee-ct3-linh-dam
6.4,6.4,6.3,6.1,5.9,siêu thị bài thơ ct4a linh đàm p đại kim quận hoàng mai hà nội,07:00,22:00,9.000đ - 65.000đ,14,0,7,4,3,highlands-coffee-sieu-thi-bai-tho
8.5,8.2,7.5,7.1,6.8,1 tràng tiền p tràng tiền quận hoàn kiếm hà nội,07:00,23:00,9.000đ - 65.000đ,84,8,61,12,3,highlands-coffee-nha-hat-lon
7.8,7.4,7.2,6.7,6.6,tầng 1 pacific place 83b lý thường kiệt quận hoàn kiếm hà nội,07:00,21:00,9.000đ - 65.000đ,80,2,53,22,3,highlands-coffee-pacific-place
8.0,7.5,7.3,6.9,5.4,tầng 1 tòa nhà park 8 park hill residence 458 minh khai quận hoàng mai hà nội,08:00,22:00,9.000đ - 65.000đ,8,0,5,2,1,highlands-coffee-park-hill-8
8.1,7.9,7.5,7.2,7.2,40 cát linh p cát linh quận đống đa hà nội,08:00,22:00,9.000đ - 65.000đ,98,9,74,12,3,highlands-coffee-pullman-hotel
7.6,7.2,7.1,6.8,6.2,23 quán thánh p quán thánh quận ba đình hà nội,10:00,18:00,9.000đ - 65.000đ,41,3,26,8,4,highlands-coffee-hang-bun
7.7,7.6,7.5,7.4,6.9,tầng 1 tttm savico megamall 79 nguyễn văn linh p phúc đồng quận long biên hà nội,08:00,21:00,9.000đ - 65.000đ,10,1,7,2,0,highlands-coffee-savico-megamall-long-bien
7.6,7.5,7.5,7.5,7.2,106 hoàng quốc việt p nghĩa đô quận cầu giấy hà nội,08:00,22:00,9.000đ - 65.000đ,56,6,41,7,2,highlands-coffee-somerset-hoa-binh
8.2,8.1,7.9,7.8,6.9,tòa nhà sun square 21 lê đức thọ p mỹ đình quận nam từ liêm hà nội,07:00,22:00,9.000đ - 65.000đ,9,2,6,0,1,highlands-coffee-sun-square
8.0,7.7,7.7,7.4,7.0,51b xuân diệu p tứ liên quận tây hồ hà nội,07:00,22:00,9.000đ - 65.000đ,23,0,21,2,0,highlands-coffee-syrena
7.9,7.7,7.7,7.6,7.3,tầng 1khu dân cư the manor p mễ trì quận nam từ liêm hà nội,07:00,22:00,9.000đ - 65.000đ,50,4,37,9,0,highlands-coffee-the-manor
8.3,8.2,7.9,7.7,7.3,tầng 1 toà nhà t5 times city 458 minh khai p vĩnh tuy quận hai bà trưng hà nội,07:00,21:00,9.000đ - 65.000đ,26,3,20,3,0,highlands-coffee-times-city
7.9,7.6,7.5,7.2,6.8,tầng 1 toà nhà ttc 19 duy tân p dịch vọng hậu quận cầu giấy hà nội,07:00,18:00,9.000đ - 65.000đ,33,1,29,3,0,highlands-coffee-ttc-duy-tan
8.2,7.6,7.5,7.3,7.0,127 lò đúc p đống mác quận hai bà trưng hà nội,09:00,22:00,9.000đ - 65.000đ,27,1,20,6,0,highlands-coffee-vinafor-lo-duc
7.8,7.6,7.6,7.0,6.9,18 tam trinh p minh khai quận hoàng mai hà nội,07:00,23:00,9.000đ - 65.000đ,23,1,16,5,1,highlands-coffee-vtc-online
8.5,8.3,7.8,7.3,7.0,43 nguyễn chí thanh quận đống đa hà nội,07:00,23:00,9.000đ - 65.000đ,65,5,53,7,0,highlands-coffee-vtv
7.7,7.6,7.6,6.9,6.8,575 kim mã quận ba đình hà nội,10:00,23:00,100.000đ - 200.000đ,30,1,22,6,1,highway4-am-thuc-viet-kim-ma
7.5,7.0,7.0,7.0,6.5,87 nguy như kom tum quận thanh xuân hà nội,09:00,22:00,30.000đ - 300.000đ,2,0,2,0,0,hip-nuong-do-nuong-than-hoa
5.6,4.6,4.5,4.4,4.4,150 ngọc khánh quận ba đình hà nội,09:00,20:00,25.000đ - 50.000đ,8,0,3,0,5,hoa-bun-cha-ngoc-khanh
8.1,7.8,7.4,7.3,7.2,5 hàng chỉ quận hoàn kiếm hà nội,09:00,23:00,15.000đ - 30.000đ,21,3,15,2,1,hoa-qua-dam-hang-chi
7.1,7.1,6.9,6.8,6.3,17 tô tịch quận hoàn kiếm hà nội,08:30,22:30,20.000đ - 50.000đ,100,2,54,38,6,hoa-qua-dam-hoa-beo-to-tich
7.4,7.4,7.1,7.1,6.6,110c3 ngõ 35 thái thịnh quận đống đa hà nội,07:30,21:00,30.000đ - 200.000đ,34,0,23,10,1,hoa-qua-ngon-nuoc-ep-trai-cay-shop-online
6.9,6.7,6.1,6.0,5.9,2 thành công quận ba đình hà nội,08:00,22:00,80.000đ - 110.000đ,23,0,10,11,2,hoa-y
7.5,7.4,7.3,6.8,6.4,49 trần xuân soạn quận hai bà trưng hà nội,08:00,22:30,15.000đ - 220.000đ,25,1,19,3,2,hoan-boulangerie-bakery
8.2,8.1,7.9,7.4,6.9,55 chùa láng quận đống đa hà nội,11:00,19:30,20.000đ - 50.000đ,254,27,182,40,4,hoang-duc-thit-xien-nuong
8.0,7.0,6.0,5.0,1.0,92 ngõ 44 trần thái tông quận cầu giấy hà nội,07:00,23:00,2.000đ - 15.000đ,1,0,0,1,0,hoang-gia-bakery-tran-thai-tong
7.8,7.4,7.2,7.1,6.6,107e2 thái thịnh quận đống đa hà nội,06:30,22:30,20.000đ - 33.000đ,60,0,45,13,2,hoang-map-mi-van-than-sui-cao
10.0,10.0,10.0,10.0,10.0,285 kim mã quận ba đình hà nội,08:00,23:00,15.000đ - 60.000đ,1,1,0,0,0,homie-coffee
7.7,7.7,7.3,7.0,6.3,36 ngõ 12 núi trúc quận ba đình hà nội,06:00,22:00,25.000đ - 150.000đ,3,0,2,1,0,hong-anh-dac-san-luon-nui-truc
7.4,7.2,7.0,6.9,6.9,90 tô hiến thành quận hai bà trưng hà nội,09:00,22:30,50.000đ - 110.000đ,70,4,40,25,1,hong-kong-quan
8.1,7.9,7.6,7.5,7.2,44 nguyễn khắc hiếu quận ba đình hà nội,10:00,23:00,100.000đ - 300.000đ,22,2,19,1,0,hong-ky-quan-lau-cac-loai
7.8,7.6,7.4,7.3,7.1,20 hàng mắm quận hoàn kiếm hà nội,07:30,23:30,20.000đ - 50.000đ,51,4,38,8,1,hong-tra-sui-bot-thanh-hoa
8.5,8.4,8.1,8.0,7.7,2 trần quý kiên quận cầu giấy hà nội,10:00,23:59,100.000đ - 250.000đ,19,6,10,2,1,hook-beer
7.0,7.0,7.0,7.0,5.0,lê lai p 1 tp vĩnh long vĩnh long,17:00,22:00,4.000đ - 15.000đ,1,0,0,1,0,hot-ga-nuong-ha-noi
7.6,7.3,7.0,6.7,6.6,113a quán thánh quận ba đình hà nội,07:00,22:00,20.000đ - 50.000đ,14,0,8,6,0,hotdog-bamy-quan-thanh
7.8,7.5,7.4,6.9,6.5,chung cư tổng cục v tôn quang phiệt quận bắc từ liêm hà nội,07:00,22:00,20.000đ - 40.000đ,95,6,54,34,1,hot-dog-1-quan-thanh-hang-than
8.1,7.9,7.7,7.7,7.6,tầng 4tầng 4 tòa nhà artemis 3 lê trọng tấn quận thanh xuân hà nội,10:00,22:00,200.000đ - 500.000đ,35,6,24,4,0,hotpot-story-artemis-tower
8.1,8.1,8.1,7.7,7.3,tầng 5 vincom center nguyễn chí thanh 54a nguyễn chí thanh quận đống đa hà nội,08:00,22:00,200.000đ - 300.000đ,62,9,48,4,1,hotpot-story-vincom-center-nguyen-chi-thanh
8.4,8.4,8.3,8.0,6.7,33 hoàng ngân p nhân chính quận thanh xuân hà nội,06:30,22:00,30.000đ - 40.000đ,11,0,11,0,0,hst-food-canh-ca-quynh-coi-hoang-ngan
7.8,7.6,7.6,7.3,7.1,31b cốm vòng quận cầu giấy hà nội,07:00,20:30,30.000đ - 300.000đ,12,0,10,2,0,hue-ngon-am-thuc-hue-xua
6.6,6.1,6.1,5.7,5.7,25 trung kính quận cầu giấy hà nội,06:00,22:30,20.000đ - 44.000đ,7,0,3,2,1,pho-co-trung-kinh
8.1,7.6,7.5,7.3,6.3,91c võ thị sáu quận hai bà trưng hà nội,17:30,23:30,100.000đ - 150.000đ,60,1,42,17,0,hung-beo-nuong-lui
7.7,7.7,7.7,7.3,7.0,77 hàng nón quận hoàn kiếm hà nội,08:00,23:00,30.000đ - 55.000đ,3,0,2,1,0,huong-cafe-hang-non
8.0,7.9,7.6,7.1,6.9,12 hàng lược quận hoàn kiếm hà nội,08:00,23:00,15.000đ - 40.000đ,7,1,5,1,0,huong-juice-hang-luoc
7.7,7.7,7.3,7.0,6.3,59a quốc tử giám quận đống đa hà nội,08:00,23:00,15.000đ - 100.000đ,3,0,2,1,0,huong-juice-quoc-tu-giam
6.9,6.8,6.1,6.0,5.9,24 lê văn hưu quận hai bà trưng hà nội,10:00,19:00,40.000đ - 60.000đ,127,6,57,41,23,huong-lien-bun-cha-nem-cua-be
8.0,7.9,7.5,7.3,7.1,40 đỗ quang quận hải châu đà nẵng,10:00,22:00,10.000đ - 50.000đ,112,11,85,12,4,huong-quan-mon-ngon-ha-noi
7.0,5.7,4.7,4.3,4.3,133 đường 195 p văn quán quận hà đông hà nội,09:00,22:00,30.000đ - 300.000đ,3,1,0,0,2,huong-vi-xu-thanh-duong-19-5
6.8,6.7,6.4,6.4,6.2,91 trần quốc vượng quận cầu giấy hà nội,09:00,22:00,50.000đ - 100.000đ,9,2,3,2,2,huong-vi-xu-thanh-nguyen-khang
8.2,8.2,8.2,7.9,7.9,67 phó đức chính quận ba đình hà nội,10:00,22:00,150.000đ - 300.000đ,55,25,19,6,5,hutong-hot-pot-paradise-pho-duc-chinh
8.6,8.5,8.4,8.2,8.0,tầng hầm 2b2 r2 18192021 royal city 72a nguyễn trãi quận thanh xuân hà nội,10:00,22:00,50.000đ - 500.000đ,60,32,16,7,5,hutong-hot-pot-paradise-royal-city
7.5,7.0,7.0,7.0,6.5,112 khương trung quận thanh xuân hà nội,09:00,22:00,5.000đ - 300.000đ,2,0,2,0,0,huu-nghi-bakery-khuong-trung
5.7,5.5,5.1,5.1,4.7,36 ngõ 133 xuân thủy quận cầu giấy hà nội,08:00,22:30,20.000đ - 50.000đ,15,1,5,2,7,huyen-linh-kem-tra-sua-xuan-thuy
7.4,7.1,6.9,6.8,6.2,61 đường láng quận đống đa hà nội,14:00,23:00,35.000đ - 50.000đ,28,1,18,7,2,bun-bo-nam-bo-nguyen-thi-dinh
8.1,7.6,7.6,7.3,6.5,5 đinh liệt quận hoàn kiếm hà nội,09:00,23:00,20.000đ - 40.000đ,227,13,168,38,8,huyen-vi-sinh-to-ca-phe
6.2,5.3,5.3,5.3,5.2,26a xuân la quận tây hồ hà nội,10:00,23:30,150.000đ - 250.000đ,6,0,4,0,2,il-divo-restaurant-xuan-la
8.3,8.1,8.0,7.9,7.7,32 đường n1 võ thị sáu p thống nhất tp biên hòa đồng nai,07:00,22:00,,29,7,16,6,0,i-m-from-ha-noi-sua-chua-an-vat
7.8,7.7,7.6,7.2,6.3,ngõ 31 nguyễn chí thanh quận ba đình hà nội,08:00,22:00,15.000đ - 80.000đ,12,1,8,2,1,isalad-nguyen-chi-thanh
7.2,7.0,6.9,6.8,6.1,ngõ 29 nguyễn chí thanh vào ngõ rẽ phải nhà thứ 5 quận ba đình hà nội,07:30,22:00,25.000đ - 150.000đ,57,4,33,13,7,isalad-tong-duy-tan
10.0,8.0,8.0,8.0,8.0,tầng 5 mipec long biên 2 long biên 2 quận long biên hà nội,09:00,21:30,15.000đ - 25.000đ,1,0,1,0,0,ismile-che-sai-gon-nuoc-ep-hoa-qua
8.0,7.7,7.7,7.5,6.5,22b hai bà trưng quận hoàn kiếm hà nội,10:30,22:00,50.000đ - 220.000đ,95,2,75,15,3,isushi-buffet-nhat-ban
8.0,8.0,7.8,7.6,7.0,16 nguyễn chí thanh quận ba đình hà nội,10:00,22:30,200.000đ - 500.000đ,154,41,77,22,14,isushi-buffet-nhat-ban-nguyen-chi-thanh
8.4,8.4,8.4,8.4,8.1,158 triệu việt vương quận hai bà trưng hà nội,10:00,22:30,50.000đ - 220.000đ,123,62,43,7,11,isushi-buffet-nhat-ban-trieu-viet-vuong
7.2,7.0,6.9,6.6,5.9,1 thanh nhàn quận hai bà trưng hà nội,07:00,22:30,40.000đ - 300.000đ,16,1,8,5,2,it-cream-bakery-thanh-nhan
8.3,7.9,7.7,7.6,6.5,579 kim mã quận ba đình hà nội,11:30,22:00,200.000đ - 500.000đ,27,0,24,1,2,izakaya-yancha-am-thuc-nhat-ban-kim-ma
8.9,8.0,7.9,7.6,6.9,121 triệu việt vương quận hai bà trưng hà nội,11:30,22:00,100.000đ - 220.000đ,56,6,44,5,1,izakaya-yancha-am-thuc-nhat-ban-trieu-viet-vuong
7.3,7.1,6.9,6.8,6.4,77 đặng văn ngữ quận đống đa hà nội,10:00,21:00,25.000đ - 150.000đ,201,11,114,42,22,jacky-vit-quay-bac-kinh
8.9,8.6,8.4,7.7,7.1,46 hàng trống quận hoàn kiếm hà nội,09:00,21:30,25.000đ - 90.000đ,7,0,7,0,0,jalus-vegan-kitchen-and-cafe
7.1,6.7,6.5,6.5,6.0,104b d1 trần huy liệu tập thể giảng võ quận ba đình hà nội,08:00,21:00,15.000đ - 25.000đ,19,1,9,6,3,banh-mi-donner-kebab-tran-huy-lieu
8.3,7.9,7.7,7.5,7.1,111b1 trung tự ngõ 46a phạm ngọc thạch quận đống đa hà nội,10:00,22:00,15.000đ - 50.000đ,29,2,23,4,0,jelly-fruit-thach-hoa-qua-caramen
8.0,7.8,7.5,7.3,6.3,85 đản dị đông anh hà nội,08:00,22:30,20.000đ - 60.000đ,4,1,1,2,0,jin-n-drink-fast-food
7.3,6.9,6.7,6.4,6.3,254a nguyễn trãi quận thanh xuân hà nội,08:00,22:00,30.000đ - 200.000đ,85,3,49,20,13,gimbab-kimchi-nguyen-trai
7.8,7.5,7.4,7.2,6.2,70 nguyễn khiết quận hoàn kiếm hà nội,11:00,22:00,100.000đ - 220.000đ,329,18,225,68,18,jlegu-bbq-nuong-han-quoc
7.3,7.2,7.2,6.9,6.8,tầng 3 aeon mall long biên 27 cổ linh quận long biên hà nội,08:30,21:30,15.000đ - 40.000đ,57,3,34,17,3,jollibee-aeon-mall-long-bien
6.7,6.7,6.7,6.6,6.6,coopmart hà đông km số 10 nguyễn trãi p mộ lao quận hà đông hà nội,08:30,21:30,15.000đ - 44.000đ,71,4,42,13,12,jollibee-ha-dong
7.4,7.1,6.9,6.8,5.9,38 liễu giai quận ba đình hà nội,07:00,22:00,30.000đ - 300.000đ,35,1,19,10,5,joma-bakery-cafe-lieu-giai
8.4,8.0,7.5,7.2,6.5,10 khúc hạo p điện biên quận ba đình hà nội,09:00,23:00,30.000đ - 500.000đ,175,8,140,23,4,jouri-dessert-tea
7.9,7.8,7.6,7.4,6.7,22 lý quốc sư quận hoàn kiếm hà nội,07:00,21:00,20.000đ - 110.000đ,72,4,57,11,0,joma-bakery-cafe-ly-quoc-su
8.1,7.6,7.4,7.3,6.3,172 ngọc khánh quận ba đình hà nội,09:30,18:00,20.000đ - 60.000đ,8,1,6,1,0,jusu-juice-and-snack-bar-tho-nhuom
9.4,9.0,8.6,8.4,7.2,jw marriott hotel hanoi 8 đỗ đức dục quận nam từ liêm hà nội,07:00,22:30,50.000đ - 500.000đ,25,10,14,1,0,jw-cafe-jw-marriott-hotel-hanoi
7.5,7.0,6.0,5.5,5.5,1c trần quốc hoàn quận cầu giấy hà nội,08:00,22:00,20.000đ - 60.000đ,2,1,0,0,1,kain-thai-tea-dessert
7.6,7.5,7.4,7.2,6.4,38a cao bá quát quận ba đình hà nội,09:00,22:00,50.000đ - 100.000đ,99,3,66,27,3,kei-korean-food-coffee-style
8.1,7.7,7.5,7.5,7.1,36 nguyễn chí thanh p ngọc khánh quận ba đình hà nội,09:00,23:00,15.000đ - 50.000đ,30,2,22,6,0,thach-dua-dua-xiem-nguyen-chi-thanh
7.8,7.1,7.1,6.6,6.4,29 hàng than quận ba đình hà nội,09:00,22:00,10.000đ - 28.000đ,339,12,218,85,24,kem-caramen-hang-than
7.1,6.9,6.6,6.3,6.0,34 nguyễn chí thanh quận đống đa hà nội,09:00,22:00,25.000đ - 35.000đ,68,0,37,23,8,dua-xiem-ben-tre-nguyen-chi-thanh
7.1,6.8,6.2,6.2,5.9,47 trần quốc hoàn quận cầu giấy hà nội,09:30,22:00,20.000đ - 100.000đ,36,1,16,16,3,kem-xoi-che-thai-lan-tran-quoc-hoan
7.4,7.2,6.9,6.8,6.7,101 d2 đặng văn ngữ quận đống đa hà nội,09:00,21:00,60.000đ - 120.000đ,199,7,113,64,15,keu-xay-sach-am-thuc-han-quoc
7.1,7.1,6.8,6.6,6.5,222 trần duy hưng quận cầu giấy hà nội,10:00,21:30,30.000đ - 88.000đ,38,0,23,11,4,kfc-big-c-ha-noi
8.0,7.2,7.0,6.9,6.5,3c lê thái tổ p hàng trống quận hoàn kiếm hà nội,10:00,21:30,50.000đ - 110.000đ,85,3,56,22,4,kfc-le-thai-to
7.2,7.2,7.2,7.1,7.0,tầng 1tầng 1 hồ gươm plaza 110 trần phú quận hà đông hà nội,10:30,21:00,50.000đ - 110.000đ,22,1,16,4,1,kfc-ho-guom-plaza
7.4,7.0,6.8,6.8,6.5,100 trần đại nghĩa p đồng tâm quận hai bà trưng hà nội,10:00,21:30,50.000đ - 110.000đ,102,5,58,29,10,kfc-tran-dai-nghia
7.7,7.4,7.1,6.7,6.0,77 hai bà trưng quận hoàn kiếm hà nội,08:00,22:00,100.000đ - 220.000đ,47,3,25,15,4,khoa-ngan-xua-va-nay-hai-ba-trung
6.5,6.5,6.1,6.0,5.9,tầng 2 8 ngõ 36 duy tân quận cầu giấy hà nội,07:00,20:45,10.000đ - 40.000đ,13,2,6,0,5,khoai-khau-vn-xu-so-qua-vat-sach
7.4,6.8,6.6,6.4,5.8,ngõ hài tượng tạ hiện quận hoàn kiếm hà nội,11:00,21:30,10.000đ - 25.000đ,34,0,20,10,4,khoai-nem-hai-tuong
7.0,7.0,7.0,7.0,7.0,ki ốt 95 chợ bách khoa lê thanh nghị quận hai bà trưng hà nội,10:00,22:00,15.000đ - 50.000đ,1,0,1,0,0,khoai-tay-kfc-lac-pho-mai
9.2,9.2,8.7,8.5,6.4,m5 ngõ 95 chùa bộc ngõ 10 tôn thất tùng quận đống đa hà nội,07:00,22:30,20.000đ - 50.000đ,11,4,6,0,1,khong-gian-van-hoa-dong-tay-biblio-coffee-books-chua-boc
7.3,6.9,6.3,6.2,6.0,khu a8 khương thượng quận đống đa hà nội,08:00,22:00,10.000đ - 25.000đ,12,0,5,5,2,khu-an-uong-a8-khuong-thuong
7.0,7.0,6.6,6.1,6.0,48 lý thường kiệt p trần hưng đạo quận hoàn kiếm hà nội,07:00,17:30,10.000đ - 100.000đ,8,0,3,5,0,khu-an-vat-truong-thpt-viet-duc
8.3,7.9,7.9,7.5,7.4,101b1 phạm ngọc thạch quận đống đa hà nội,10:00,22:00,149.000đ - 220.000đ,125,26,73,20,6,kichi-kichi-lau-bang-chuyen-pham-ngoc-thach
7.9,7.9,7.4,7.2,7.2,127 đặng tiến đông quận đống đa hà nội,07:00,22:00,15.000đ - 30.000đ,28,5,14,9,0,kieu-luong-banh-mi
7.9,7.7,7.0,6.8,6.4,21 ngách 372 dịch vọng quận cầu giấy hà nội,10:00,22:00,15.000đ - 20.000đ,25,2,14,8,1,kim-oanh-caramen-che-thap-cam
8.0,7.8,7.7,7.6,7.2,15 xuân diệu quận tây hồ hà nội,10:00,22:00,90.000đ - 150.000đ,18,2,13,3,0,kimbap-little-korean-homemade
7.5,7.0,6.8,6.7,6.3,tầng 3 aeon mall long biên 27 cổ linh quận long biên hà nội,08:00,21:30,200.000đ - 400.000đ,25,3,16,1,5,king-bbq-aeon-mall-long-bien
6.5,5.7,5.7,5.5,5.3,tầng b1 times city 458 minh khai quận hai bà trưng hà nội,09:00,21:00,200.000đ - 300.000đ,6,0,4,0,2,king-bbq-buffet-times-city
7.0,6.9,6.6,5.8,5.6,tầng g the garden mễ trì quận nam từ liêm hà nội,09:00,22:00,200.000đ - 300.000đ,11,0,5,5,1,king-bbq-deli-the-garden
7.3,7.3,7.2,7.1,6.8,tầng 2 2 hồ tùng mậu quận cầu giấy hà nội,09:30,22:00,50.000đ - 250.000đ,49,5,29,12,3,king-dakgalbi-ga-xao-phomai-ho-tung-mau
7.5,6.8,6.6,6.5,6.5,2a nguyễn khang quận cầu giấy hà nội,10:00,22:00,70.000đ - 150.000đ,168,2,96,58,12,mr-dakgalbi-nha-hang-han-quoc-nguyen-khang
7.5,7.4,7.4,6.6,6.0,34 hàng gai quận hoàn kiếm hà nội,09:00,21:00,10.000đ - 17.000đ,108,4,71,23,10,king-roti-hang-gai
6.9,6.9,6.6,6.1,5.3,102a8 ngõ 1a tôn thất tùng quận đống đa hà nội,07:00,22:00,15.000đ - 30.000đ,26,1,10,11,4,king-roti-ton-that-tung
8.4,7.6,7.4,7.1,6.7,27 chùa láng p láng thượng quận đống đa hà nội,09:00,22:00,30.000đ - 100.000đ,7,0,5,2,0,king-taiyaki-chua-lang
7.0,6.8,6.8,5.3,4.5,b34 tt11 hồ văn quán quận hà đông hà nội,08:00,22:30,30.000đ - 100.000đ,4,0,2,1,1,king-taiyaki-van-quan
7.8,7.6,7.2,6.8,6.2,331a kim mã quận ba đình hà nội,09:00,21:00,10.000đ - 17.000đ,33,2,18,11,2,king-roti-kim-ma
8.2,7.9,7.9,7.9,7.3,85 triệu việt vương quận hai bà trưng hà nội,11:00,02:00,20.000đ - 120.000đ,41,10,23,6,2,kiraku-nha-hang-nhat-ban
9.2,8.6,8.0,8.0,6.8,639a kim mã quận ba đình hà nội,10:00,22:30,45.000đ - 275.000đ,5,0,5,0,0,kitaguni-quan-com-nhat-ban
7.7,7.4,7.2,7.2,6.9,15 yên phụ quận tây hồ hà nội,10:00,22:30,100.000đ - 300.000đ,26,2,16,6,2,lau-duc-troc-yen-phu
6.7,6.7,6.5,6.2,6.0,61 ngõ 298 tây sơn quận đống đa hà nội,10:00,23:00,80.000đ - 500.000đ,22,1,14,3,4,lau-duc-troc-thai-thinh
7.2,7.1,7.0,6.9,6.8,179 đại từ quận hoàng mai hà nội,09:00,23:00,150.000đ - 300.000đ,16,3,8,2,3,koishi-bbq-lau-nuong-khong-khoi
7.3,7.1,7.1,7.0,6.6,617 vũ tông phan quận thanh xuân hà nội,08:00,22:00,25.000đ - 50.000đ,7,0,5,2,0,kok-coffee-vu-tong-phan
6.7,6.6,6.6,6.5,6.4,60 lê văn thiêm quận thanh xuân hà nội,09:00,21:00,20.000đ - 110.000đ,156,12,79,34,31,kombo-com-nieu-singapore-le-van-thiem
7.0,6.4,6.0,6.0,5.7,86 nguyễn phong sắc p dịch vọng quận cầu giấy hà nội,09:00,21:00,30.000đ - 110.000đ,91,4,36,31,20,kombo-com-nieu-singapore-nguyen-phong-sac
6.7,6.5,6.1,5.6,5.5,46 trần đại ngĩa quận hai bà trưng hà nội,06:00,21:00,40.000đ - 100.000đ,41,9,6,11,15,kombo-com-nieu-singapore-tran-dai-nghia
5.4,5.3,5.0,5.0,4.7,89 doãn kế thiện quận cầu giấy hà nội,10:00,22:00,30.000đ - 200.000đ,66,13,12,9,32,korea-house-do-an-han-quoc
7.5,7.3,7.2,7.2,6.9,b1 times city 458 minh khai quận hoàng mai hà nội,09:00,22:30,100.000đ - 300.000đ,70,11,35,18,6,k-pub-korean-bbq-garden-times-city
7.8,7.4,7.2,7.0,6.9,14 thịnh liệt quận hoàng mai hà nội,10:00,23:00,30.000đ - 300.000đ,16,2,8,4,2,kumo-bbq-tra-sua-ga-nuong-pho-mai
7.5,6.5,6.0,5.5,5.5,44 ngõ 528 bạch đằng quận hoàn kiếm hà nội,09:00,22:00,35.000đ - 50.000đ,4,0,2,1,1,lab-salad-juice-shop-online
6.7,6.3,6.2,6.1,5.7,59 tràng thi quận hoàn kiếm hà nội,08:30,22:00,50.000đ - 500.000đ,61,2,35,13,11,banh-ngon-mit-beo
7.7,7.5,7.2,6.8,5.7,42 nguyễn công trứ quận hai bà trưng hà nội,06:00,14:00,30.000đ - 50.000đ,17,0,11,5,1,bun-mien-ngan-chao-suon-sun-nguyen-cong-tru
6.6,6.6,6.1,6.1,5.4,11 trần quốc toản quận hải châu đà nẵng,16:30,22:00,35.000đ - 85.000đ,9,1,4,2,2,lau-nuong-ha-noi-tran-quoc-toan
7.8,7.8,6.8,6.8,6.3,65 ngõ thịnh quang tây sơn quận đống đa hà nội,08:00,20:00,100.000đ - 500.000đ,4,0,3,1,0,lau-24-7-shop-online
8.7,7.8,7.7,7.7,7.5,22 cầu đất quận hoàn kiếm hà nội,18:00,23:00,100.000đ - 550.000đ,19,4,13,2,0,lavender-garden-bar
7.4,6.9,6.6,6.3,5.6,26 hàn thuyên quận hoàn kiếm hà nội,09:00,23:00,100.000đ - 350.000đ,8,0,4,3,1,lau-hopo
